Newcastle Falcons 0 - 21 Bath Rugby
London Irish 20 - 42 Saracens
Gloucester Rugby 16 - 22 Sale Sharks
Northampton Saints 38 - 11 Exeter Chiefs
Wasps 15 - 16 Harlequins
Leicester Tigers 32 - 15 Worcester Warriors
Harlequins 6 - 13 Northampton Saints
Sale Sharks 14 - 15 Newcastle Falcons
Exeter Chiefs 30 - 26 Wasps
Worcester Warriors 18 - 20 London Irish
Bath Rugby 27 - 20 Leicester Tigers
Saracens 44 - 12 Gloucester Rugby
Worcester Warriors 13 - 37 Harlequins
Sale Sharks 26 - 22 Wasps
Leicester Tigers 31 - 6 Newcastle Falcons
London Irish 23 - 29 Exeter Chiefs
Gloucester Rugby 26 - 24 Northampton Saints
Saracens 31 - 17 Bath Rugby
Northampton Saints 33 - 14 Sale Sharks
Bath Rugby 33 - 18 London Irish
Wasps 32 - 16 Worcester Warriors
Harlequins 12 - 22 Saracens
Exeter Chiefs 9 - 21 Leicester Tigers
Newcastle Falcons 16 - 22 Gloucester Rugby
Sale Sharks 19 - 13 Bath Rugby
London Irish 18 - 13 Harlequins
Saracens 19 - 12 Wasps
Worcester Warriors 11 - 16 Newcastle Falcons
Leicester Tigers 19 - 19 Northampton Saints
Gloucester Rugby 12 - 29 Exeter Chiefs
Bath Rugby 15 - 13 Gloucester Rugby
Exeter Chiefs 40 - 6 Worcester Warriors
Harlequins 24 - 3 Sale Sharks
Northampton Saints 41 - 20 Saracens
Wasps 22 - 12 Leicester Tigers
Newcastle Falcons 13 - 11 London Irish
Worcester Warriors 6 - 21 Bath Rugby
Sale Sharks 16 - 18 Exeter Chiefs
Gloucester Rugby 30 - 32 Wasps
Leicester Tigers 16 - 23 Harlequins
London Irish 14 - 19 Northampton Saints
Saracens 40 - 3 Newcastle Falcons
Sale Sharks 26 - 10 Worcester Warriors
Exeter Chiefs 9 - 16 Saracens
Harlequins 27 - 19 Gloucester Rugby
Leicester Tigers 20 - 11 London Irish
Northampton Saints 18 - 0 Newcastle Falcons
Wasps 5 - 28 Bath Rugby
Gloucester Rugby 17 - 22 Leicester Tigers
London Irish 12 - 19 Wasps
Saracens 24 - 19 Sale Sharks
Worcester Warriors 10 - 33 Northampton Saints
Bath Rugby 21 - 16 Exeter Chiefs
Newcastle Falcons 9 - 35 Harlequins
Sale Sharks 15 - 3 London Irish
Bath Rugby 14 - 3 Harlequins
Exeter Chiefs 16 - 3 Newcastle Falcons
Wasps 15 - 17 Northampton Saints
Saracens 49 - 10 Leicester Tigers
Gloucester Rugby 12 - 6 Worcester Warriors
Newcastle Falcons 12 - 17 Wasps
Leicester Tigers 30 - 23 Sale Sharks
Northampton Saints 43 - 25 Bath Rugby
Worcester Warriors 8 - 26 Saracens
Harlequins 22 - 6 Exeter Chiefs
London Irish 19 - 22 Gloucester Rugby
Newcastle Falcons 8 - 16 Sale Sharks
Northampton Saints 23 - 9 Harlequins
London Irish 22 - 9 Worcester Warriors
Gloucester Rugby 8 - 29 Saracens
Leicester Tigers 27 - 27 Bath Rugby
Wasps 19 - 16 Exeter Chiefs
Worcester Warriors 22 - 23 Leicester Tigers
Sale Sharks 24 - 19 Gloucester Rugby
Bath Rugby 24 - 6 Newcastle Falcons
Saracens 13 - 22 London Irish
Exeter Chiefs 16 - 17 Northampton Saints
Harlequins 11 - 10 Wasps
Sale Sharks 10 - 15 Saracens
Harlequins 18 - 14 Newcastle Falcons
Northampton Saints 30 - 14 Worcester Warriors
Wasps 20 - 23 London Irish
Exeter Chiefs 23 - 27 Bath Rugby
Leicester Tigers 11 - 8 Gloucester Rugby
Bath Rugby 32 - 25 Wasps
Gloucester Rugby 25 - 20 Harlequins
Worcester Warriors 12 - 24 Sale Sharks
London Irish 15 - 20 Leicester Tigers
Newcastle Falcons 16 - 22 Northampton Saints
Saracens 23 - 10 Exeter Chiefs
Bath Rugby 10 - 23 Saracens
Exeter Chiefs 18 - 0 London Irish
Harlequins 21 - 20 Worcester Warriors
Wasps 17 - 21 Sale Sharks
Northampton Saints 39 - 13 Gloucester Rugby
Newcastle Falcons 18 - 41 Leicester Tigers
Worcester Warriors 11 - 13 Wasps
Sale Sharks 19 - 6 Northampton Saints
Gloucester Rugby 40 - 33 Newcastle Falcons
Saracens 39 - 17 Harlequins
London Irish 23 - 44 Bath Rugby
Leicester Tigers 45 - 15 Exeter Chiefs
Bath Rugby 11 - 12 Sale Sharks
Exeter Chiefs 13 - 14 Gloucester Rugby
Harlequins 23 - 9 London Irish
Wasps 20 - 32 Saracens
Northampton Saints 16 - 22 Leicester Tigers
Newcastle Falcons 12 - 17 Worcester Warriors
Sale Sharks 12 - 27 Harlequins
Leicester Tigers 27 - 15 Wasps
Worcester Warriors 33 - 38 Exeter Chiefs
Gloucester Rugby 17 - 18 Bath Rugby
Saracens 28 - 24 Northampton Saints
London Irish 40 - 12 Newcastle Falcons
Harlequins 24 - 20 Leicester Tigers
Bath Rugby 32 - 20 Worcester Warriors
Exeter Chiefs 12 - 55 Sale Sharks
Wasps 38 - 30 Gloucester Rugby
Northampton Saints 36 - 21 London Irish
Newcastle Falcons 18 - 23 Saracens
Bath Rugby 19 - 19 Northampton Saints
Gloucester Rugby 38 - 30 London Irish
Saracens 44 - 20 Worcester Warriors
Wasps 44 - 38 Newcastle Falcons
Sale Sharks 22 - 42 Leicester Tigers
Exeter Chiefs 29 - 30 Harlequins
Harlequins 19 - 16 Bath Rugby
Leicester Tigers 31 - 27 Saracens
London Irish 22 - 20 Sale Sharks
Newcastle Falcons 13 - 23 Exeter Chiefs
Northampton Saints 74 - 13 Wasps
Worcester Warriors 28 - 27 Gloucester Rugby
