season,round,game,home,team,points,points_against,opponent,avgPD,avgPD_opp,wins,wins_opp,points_diff,win,draw
12_13,6,,0,bath,10,16,gloucester,3,3.4,3,3,-6,0,0
12_13,6,,0,northampton,17,39,irish,7.2,-18.4,5,1,-22,0,0
12_13,6,,0,leicester,20,8,sale,8.4,-19.6,3,0,12,1,0
12_13,6,,0,worcester,6,10,wasps,1.8,-1,1,1,-4,0,0
12_13,6,,0,saracens,28,23,welsh,8.8,-11.4,3,2,5,1,0
12_13,6,,1,gloucester,16,10,bath,3.4,3,3,3,6,1,0
12_13,6,,1,exeter,42,28,harlequins,2.6,14.6,2,4,14,1,0
12_13,6,,1,sale,8,20,leicester,-19.6,8.4,0,3,-12,0,0
12_13,6,,1,irish,39,17,northampton,-18.4,7.2,1,5,22,1,0
12_13,6,,1,welsh,23,28,saracens,-11.4,8.8,2,3,-5,0,0
12_13,6,,1,wasps,10,6,worcester,-1,1.8,1,1,4,1,0
12_13,7,,0,exeter,15,23,bath,4.5,1.714285714,3,3,-8,0,0
12_13,7,,0,leicester,21,27,gloucester,9,3.833333333,4,4,-6,0,0
12_13,7,,0,harlequins,31,28,irish,9.833333333,-11.66666667,4,2,3,1,0
12_13,7,,0,saracens,16,6,northampton,8.166666667,2.333333333,4,5,10,1,0
12_13,7,,0,welsh,19,29,wasps,-10.33333333,-0.166666667,2,2,-10,0,0
12_13,7,,0,sale,16,23,worcester,-18.33333333,0.833333333,0,1,-7,0,0
12_13,7,,1,bath,23,15,exeter,1.714285714,4.5,3,3,8,1,0
12_13,7,,1,irish,28,31,harlequins,-11.66666667,9.833333333,2,4,-3,0,0
12_13,7,,1,gloucester,27,21,leicester,3.833333333,9,4,4,6,1,0
12_13,7,,1,worcester,23,16,sale,0.833333333,-18.33333333,1,0,7,1,0
12_13,7,,1,northampton,6,16,saracens,2.333333333,8.166666667,5,4,-10,0,0
12_13,7,,1,wasps,29,19,welsh,-0.166666667,-10.33333333,2,2,10,1,0
12_13,8,,0,worcester,9,33,exeter,1.714285714,2.714285714,2,3,-24,0,0
12_13,8,,0,gloucester,25,28,harlequins,4.142857143,8.857142857,5,5,-3,0,0
12_13,8,,0,northampton,12,16,leicester,0.571428571,6.857142857,5,4,-4,0,0
12_13,8,,0,irish,9,21,sale,-10.42857143,-16.71428571,2,0,-12,0,0
12_13,8,,0,wasps,24,29,saracens,1.285714286,8.428571429,3,5,-5,0,0
12_13,8,,0,bath,9,16,welsh,2.5,-10.28571429,4,2,-7,0,0
12_13,8,,1,welsh,16,9,bath,-10.28571429,2.5,2,4,7,1,0
12_13,8,,1,harlequins,28,25,gloucester,8.857142857,4.142857143,5,5,3,1,0
12_13,8,,1,sale,21,9,irish,-16.71428571,-10.42857143,0,2,12,1,0
12_13,8,,1,leicester,16,12,northampton,6.857142857,0.571428571,4,5,4,1,0
12_13,8,,1,saracens,29,24,wasps,8.428571429,1.285714286,5,3,5,1,0
12_13,8,,1,exeter,33,9,worcester,2.714285714,1.714285714,3,2,24,1,0
12_13,9,,0,harlequins,18,21,bath,8.125,1.444444444,6,4,-3,0,0
12_13,9,,0,sale,3,29,gloucester,-13.125,3.25,1,5,-26,0,0
12_13,9,,0,exeter,27,23,irish,5.375,-10.625,4,2,4,1,0
12_13,9,,0,welsh,16,23,northampton,-8.125,0,3,5,-7,0,0
12_13,9,,0,leicester,12,14,wasps,6.5,0.5,5,3,-2,0,0
12_13,9,,0,saracens,3,12,worcester,8,-1.5,6,2,-9,0,0
12_13,9,,1,irish,23,27,exeter,-10.625,5.375,2,4,-4,0,0
12_13,9,,1,bath,21,18,harlequins,1.444444444,8.125,4,6,3,1,0
12_13,9,,1,wasps,14,12,leicester,0.5,6.5,3,5,2,1,0
12_13,9,,1,gloucester,29,3,sale,3.25,-13.125,5,1,26,1,0
12_13,9,,1,worcester,12,3,saracens,-1.5,8,2,6,9,1,0
12_13,9,,1,northampton,23,16,welsh,0,-8.125,5,3,7,1,0
12_13,10,,0,wasps,23,30,exeter,0.666666667,5.222222222,4,5,-7,0,0
12_13,10,,0,worcester,19,22,harlequins,-0.333333333,6.888888889,3,6,-3,0,0
12_13,10,,0,bath,12,17,leicester,1.6,5.555555556,5,5,-5,0,0
12_13,10,,0,northampton,27,16,sale,0.777777778,-14.55555556,6,1,11,1,0
12_13,10,,0,gloucester,23,28,saracens,5.777777778,6.111111111,6,6,-5,0,0
12_13,10,,0,irish,9,15,welsh,-9.888888889,-8,2,3,-6,0,0
12_13,10,,1,leicester,17,12,bath,5.555555556,1.6,5,5,5,1,0
12_13,10,,1,saracens,28,23,gloucester,6.111111111,5.777777778,6,6,5,1,0
12_13,10,,1,welsh,15,9,irish,-8,-9.888888889,3,2,6,1,0
12_13,10,,1,sale,16,27,northampton,-14.55555556,0.777777778,1,6,-11,0,0
12_13,10,,1,exeter,30,23,wasps,5.222222222,0.666666667,5,4,7,1,0
12_13,10,,1,harlequins,22,19,worcester,6.888888889,-0.333333333,6,3,3,1,0
12_13,11,,0,saracens,22,0,bath,6,1,7,5,22,1,0
12_13,11,,0,exeter,16,18,gloucester,5.4,4.7,6,6,-2,0,0
12_13,11,,0,leicester,31,9,irish,5.5,-9.5,6,2,22,1,0
12_13,11,,0,harlequins,18,9,northampton,6.5,1.8,7,7,9,1,0
12_13,11,,0,sale,18,25,wasps,-14.2,-0.1,1,4,-7,0,0
12_13,11,,0,welsh,6,13,worcester,-6.6,-0.6,4,3,-7,0,0
12_13,11,,1,gloucester,18,16,exeter,4.7,5.4,6,6,2,1,0
12_13,11,,1,northampton,9,18,harlequins,1.8,6.5,7,7,-9,0,0
12_13,11,,1,irish,9,31,leicester,-9.5,5.5,2,6,-22,0,0
12_13,11,,1,wasps,25,18,sale,-0.1,-14.2,4,1,7,1,0
12_13,11,,1,bath,0,22,saracens,1,6,5,7,-22,0,0
12_13,11,,1,worcester,13,6,welsh,-0.6,-6.6,3,4,7,1,0
12_13,12,,0,bath,12,12,exeter,-0.916666667,4.727272727,5,6,0,0,1
12_13,12,,0,irish,15,26,harlequins,-10.63636364,6.727272727,2,8,-11,0,0
12_13,12,,0,gloucester,12,17,leicester,4.454545455,7,7,7,-5,0,0
12_13,12,,0,worcester,27,33,sale,0.090909091,-13.54545455,4,1,-6,0,0
12_13,12,,0,northampton,16,17,saracens,0.818181818,7.454545455,7,8,-1,0,0
12_13,12,,0,wasps,34,15,welsh,0.545454545,-6.636363636,5,4,19,1,0
12_13,12,,1,exeter,12,12,bath,4.727272727,-0.916666667,6,5,0,0,1
12_13,12,,1,leicester,17,12,gloucester,7,4.454545455,7,7,5,1,0
12_13,12,,1,harlequins,26,15,irish,6.727272727,-10.63636364,8,2,11,1,0
12_13,12,,1,saracens,17,16,northampton,7.454545455,0.818181818,8,7,1,1,0
12_13,12,,1,welsh,15,34,wasps,-6.636363636,0.545454545,4,5,-19,0,0
12_13,12,,1,sale,33,27,worcester,-13.54545455,0.090909091,1,4,6,1,0
12_13,13,,0,northampton,30,19,exeter,0.666666667,4.333333333,7,6,11,1,0
12_13,13,,0,irish,18,12,gloucester,-10.66666667,3.666666667,2,7,6,1,0
12_13,13,,0,sale,12,32,saracens,-11.91666667,6.916666667,2,9,-20,0,0
12_13,13,,0,bath,15,29,wasps,-0.846153846,2.083333333,5,6,-14,0,0
12_13,13,,0,harlequins,31,26,welsh,7.083333333,-7.666666667,9,4,5,1,0
12_13,13,,0,leicester,19,14,worcester,6.833333333,-0.416666667,8,4,5,1,0
12_13,13,,1,wasps,29,15,bath,2.083333333,-0.846153846,6,5,14,1,0
12_13,13,,1,welsh,26,31,harlequins,-7.666666667,7.083333333,4,9,-5,0,0
12_13,13,,1,gloucester,12,18,irish,3.666666667,-10.66666667,7,2,-6,0,0
12_13,13,,1,worcester,14,19,leicester,-0.416666667,6.833333333,4,8,-5,0,0
12_13,13,,1,exeter,19,30,northampton,4.333333333,0.666666667,6,7,-11,0,0
12_13,13,,1,saracens,32,12,sale,6.916666667,-11.91666667,9,2,20,1,0
12_13,14,,0,worcester,9,32,bath,-0.769230769,-1.785714286,4,5,-23,0,0
12_13,14,,0,wasps,17,16,harlequins,3,6.923076923,7,10,1,1,0
12_13,14,,0,saracens,16,29,irish,7.923076923,-9.384615385,10,3,-13,0,0
12_13,14,,0,welsh,12,28,leicester,-7.461538462,6.692307692,4,9,-16,0,0
12_13,14,,0,gloucester,27,11,northampton,2.923076923,1.461538462,7,8,16,1,0
12_13,14,,0,exeter,16,21,sale,3.153846154,-12.53846154,6,2,-5,0,0
12_13,14,,1,sale,21,16,exeter,-12.53846154,3.153846154,2,6,5,1,0
12_13,14,,1,northampton,11,27,gloucester,1.461538462,2.923076923,8,7,-16,0,0
12_13,14,,1,irish,29,16,saracens,-9.384615385,7.923076923,3,10,13,1,0
12_13,14,,1,harlequins,16,17,wasps,6.923076923,3,10,7,-1,0,0
12_13,14,,1,leicester,28,12,welsh,6.692307692,-7.461538462,9,4,16,1,0
12_13,14,,1,bath,32,9,worcester,-1.785714286,-0.769230769,5,4,23,1,0
12_13,15,,0,irish,16,40,bath,-7.785714286,-0.133333333,4,6,-24,0,0
12_13,15,,0,leicester,21,25,harlequins,7.357142857,6.357142857,10,10,-4,0,0
12_13,15,,0,exeter,11,31,saracens,2.571428571,6.428571429,6,10,-20,0,0
12_13,15,,0,gloucester,29,33,wasps,3.857142857,2.857142857,8,8,-4,0,0
12_13,15,,0,sale,26,25,welsh,-11.28571429,-8.071428571,3,4,1,1,0
12_13,15,,0,northampton,27,18,worcester,0.214285714,-2.357142857,8,4,9,1,0
12_13,15,,1,saracens,31,11,exeter,6.428571429,2.571428571,10,6,20,1,0
12_13,15,,1,wasps,33,29,gloucester,2.857142857,3.857142857,8,8,4,1,0
12_13,15,,1,bath,40,16,irish,-0.133333333,-7.785714286,6,4,24,1,0
12_13,15,,1,harlequins,25,21,leicester,6.357142857,7.357142857,10,10,4,1,0
12_13,15,,1,worcester,18,27,northampton,-2.357142857,0.214285714,4,8,-9,0,0
12_13,15,,1,welsh,25,26,sale,-8.071428571,-11.28571429,4,3,-1,0,0
12_13,16,,0,welsh,16,47,exeter,-7.6,1.066666667,4,6,-31,0,0
12_13,16,,0,worcester,23,29,gloucester,-2.8,3.333333333,4,8,-6,0,0
12_13,16,,0,wasps,19,30,irish,2.933333333,-8.866666667,9,4,-11,0,0
12_13,16,,0,saracens,32,27,leicester,7.333333333,6.6,11,10,5,1,0
12_13,16,,0,bath,23,25,northampton,1.375,0.8,7,9,-2,0,0
12_13,16,,0,harlequins,30,21,sale,6.2,-10.46666667,11,4,9,1,0
12_13,16,,1,northampton,25,23,bath,0.8,1.375,9,7,2,1,0
12_13,16,,1,sale,21,30,harlequins,-10.46666667,6.2,4,11,-9,0,0
12_13,16,,1,leicester,27,32,saracens,6.6,7.333333333,10,11,-5,0,0
12_13,16,,1,irish,30,19,wasps,-8.866666667,2.933333333,4,9,11,1,0
12_13,16,,1,exeter,47,16,welsh,1.066666667,-7.6,6,4,31,1,0
12_13,16,,1,gloucester,29,23,worcester,3.333333333,-2.8,8,4,6,1,0
12_13,17,,0,gloucester,25,31,bath,3.5,1.176470588,9,7,-6,0,0
12_13,17,,0,exeter,27,16,harlequins,2.9375,6.375,7,12,11,1,0
12_13,17,,0,sale,10,48,leicester,-10.375,5.875,4,10,-38,0,0
12_13,17,,0,irish,14,40,northampton,-7.625,0.875,5,10,-26,0,0
12_13,17,,0,welsh,14,35,saracens,-9.0625,7.1875,4,12,-21,0,0
12_13,17,,0,wasps,23,29,worcester,2.0625,-3,9,4,-6,0,0
12_13,17,,1,harlequins,16,27,exeter,6.375,2.9375,12,7,-11,0,0
12_13,17,,1,bath,31,25,gloucester,1.176470588,3.5,7,9,6,1,0
12_13,17,,1,northampton,40,14,irish,0.875,-7.625,10,5,26,1,0
12_13,17,,1,leicester,48,10,sale,5.875,-10.375,10,4,38,1,0
12_13,17,,1,worcester,29,23,wasps,-3,2.0625,4,9,6,1,0
12_13,17,,1,saracens,35,14,welsh,7.1875,-9.0625,12,4,21,1,0
12_13,18,,0,leicester,12,9,exeter,7.764705882,3.411764706,11,8,3,1,0
12_13,18,,0,welsh,15,14,gloucester,-9.764705882,2.941176471,4,9,1,1,0
12_13,18,,0,worcester,26,6,irish,-2.470588235,-8.705882353,5,5,20,1,0
12_13,18,,0,bath,13,14,sale,1.444444444,-12,8,4,-1,0,0
12_13,18,,0,harlequins,12,27,saracens,5.352941176,8,12,13,-15,0,0
12_13,18,,0,northampton,26,24,wasps,2.352941176,1.588235294,11,9,2,1,0
12_13,18,,0,irish,26,6,worcester,-8.705882353,-2.470588235,5,5,20,1,0
12_13,18,,1,sale,14,13,bath,-12,1.444444444,4,8,1,1,0
12_13,18,,1,saracens,27,12,harlequins,8,5.352941176,13,12,15,1,0
12_13,18,,1,exeter,9,12,leicester,3.411764706,7.764705882,8,11,-3,0,0
12_13,18,,1,wasps,24,26,northampton,1.588235294,2.352941176,9,11,-2,0,0
12_13,18,,1,gloucester,15,14,welsh,2.941176471,-9.764705882,9,4,1,1,0
12_13,19,,0,welsh,25,40,bath,-9.166666667,1.315789474,5,8,-15,0,0
12_13,19,,0,harlequins,15,17,gloucester,4.222222222,2.833333333,12,10,-2,0,0
12_13,19,,0,sale,33,33,irish,-11.27777778,-7.111111111,5,6,0,0,1
12_13,19,,0,leicester,36,8,northampton,7.5,2.333333333,12,12,28,1,0
12_13,19,,0,saracens,22,13,wasps,8.388888889,1.388888889,14,9,9,1,0
12_13,19,,0,exeter,24,18,worcester,3.055555556,-1.222222222,8,6,6,1,0
12_13,19,,1,worcester,18,24,exeter,-1.222222222,3.055555556,6,8,-6,0,0
12_13,19,,1,gloucester,17,15,harlequins,2.833333333,4.222222222,10,12,2,1,0
12_13,19,,1,northampton,8,36,leicester,2.333333333,7.5,12,12,-28,0,0
12_13,19,,1,irish,33,33,sale,-7.111111111,-11.27777778,6,5,0,0,1
12_13,19,,1,wasps,13,22,saracens,1.388888889,8.388888889,9,14,-9,0,0
12_13,19,,1,bath,40,25,welsh,1.315789474,-9.166666667,8,5,15,1,0
12_13,20,,0,irish,6,27,exeter,-6.736842105,3.210526316,6,9,-21,0,0
12_13,20,,0,bath,9,23,harlequins,2,3.894736842,9,12,-14,0,0
12_13,20,,0,wasps,16,35,leicester,0.842105263,8.578947368,9,13,-19,0,0
12_13,20,,0,gloucester,9,32,sale,2.789473684,-10.68421053,11,5,-23,0,0
12_13,20,,0,worcester,17,47,saracens,-1.473684211,8.421052632,6,15,-30,0,0
12_13,20,,0,northampton,31,14,welsh,0.736842105,-9.473684211,12,5,17,1,0
12_13,20,,1,harlequins,23,9,bath,3.894736842,2,12,9,14,1,0
12_13,20,,1,sale,32,9,gloucester,-10.68421053,2.789473684,5,11,23,1,0
12_13,20,,1,exeter,27,6,irish,3.210526316,-6.736842105,9,6,21,1,0
12_13,20,,1,welsh,14,31,northampton,-9.473684211,0.736842105,5,12,-17,0,0
12_13,20,,1,leicester,35,16,wasps,8.578947368,0.842105263,13,9,19,1,0
12_13,20,,1,saracens,47,17,worcester,8.421052632,-1.473684211,15,6,30,1,0
12_13,21,,0,leicester,26,27,bath,9.1,1.238095238,14,9,-1,0,0
12_13,21,,0,saracens,23,28,gloucester,9.5,1.5,16,11,-5,0,0
12_13,21,,0,welsh,28,47,irish,-9.85,-7.45,5,6,-19,0,0
12_13,21,,0,sale,7,47,northampton,-9,1.55,6,13,-40,0,0
12_13,21,,0,exeter,37,24,wasps,4.1,-0.15,10,9,13,1,0
12_13,21,,0,harlequins,42,26,worcester,4.4,-2.9,13,6,16,1,0
12_13,21,,1,wasps,24,37,exeter,-0.15,4.1,9,10,-13,0,0
12_13,21,,1,worcester,26,42,harlequins,-2.9,4.4,6,13,-16,0,0
12_13,21,,1,bath,27,26,leicester,1.238095238,9.1,9,14,1,1,0
12_13,21,,1,northampton,47,7,sale,1.55,-9,13,6,40,1,0
12_13,21,,1,gloucester,28,23,saracens,1.5,9.5,11,16,5,1,0
12_13,21,,1,irish,47,28,welsh,-7.45,-9.85,6,5,19,1,0
12_13,22,,0,gloucester,39,40,exeter,1.666666667,4.523809524,12,11,-1,0,0
12_13,22,,0,northampton,19,22,harlequins,3.380952381,4.952380952,14,14,-3,0,0
12_13,22,,0,irish,20,32,leicester,-6.19047619,8.619047619,7,14,-12,0,0
12_13,22,,0,wasps,20,21,sale,-0.761904762,-10.47619048,9,6,-1,0,0
12_13,22,,0,bath,14,23,saracens,1.285714286,8.80952381,10,16,-9,0,0
12_13,22,,0,worcester,22,33,welsh,-3.523809524,-10.28571429,6,5,-11,0,0
12_13,22,,1,saracens,23,14,bath,8.80952381,1.285714286,16,10,9,1,0
12_13,22,,1,exeter,40,39,gloucester,4.523809524,1.666666667,11,12,1,1,0
12_13,22,,1,leicester,32,20,irish,8.619047619,-6.19047619,14,7,12,1,0
12_13,22,,1,harlequins,22,19,northampton,4.952380952,3.380952381,14,14,3,1,0
12_13,22,,1,sale,21,20,wasps,-10.47619048,-0.761904762,6,9,1,1,0
12_13,22,,1,welsh,33,22,worcester,-10.28571429,-3.523809524,5,6,11,1,0
12_13,23,,0,harlequins,16,33,leicester,4.863636364,8.772727273,15,15,-17,0,0
12_13,23,,0,northampton,27,13,saracens,3.090909091,8.818181818,14,17,14,1,0
12_13,23,,1,leicester,33,16,harlequins,8.772727273,4.863636364,15,15,17,1,0
12_13,23,,1,saracens,13,27,northampton,8.818181818,3.090909091,17,14,-14,0,0
12_13,24,,0,northampton,17,37,leicester,3.565217391,9.130434783,15,16,-20,0,0
12_13,24,,1,leicester,37,17,northampton,9.130434783,3.565217391,16,15,20,1,0
13_14,1,1,0,bath,21,0,newcastle,0,0,0,0,21,1,0
13_14,1,2,0,saracens,42,20,irish,0,0,0,0,22,1,0
13_14,1,3,0,sale,22,16,gloucester,0,0,0,0,6,1,0
13_14,1,4,0,exeter,11,38,northampton,0,0,0,0,-27,0,0
13_14,1,5,0,harlequins,16,15,wasps,0,0,0,0,1,1,0
13_14,1,6,0,worcester,15,32,leicester,0,0,0,0,-17,0,0
13_14,1,1,1,newcastle,0,21,bath,0,0,0,0,-21,0,0
13_14,1,2,1,irish,20,42,saracens,0,0,0,0,-22,0,0
13_14,1,3,1,gloucester,16,22,sale,0,0,0,0,-6,0,0
13_14,1,4,1,northampton,38,11,exeter,0,0,0,0,27,1,0
13_14,1,5,1,wasps,15,16,harlequins,0,0,0,0,-1,0,0
13_14,1,6,1,leicester,32,15,worcester,0,0,0,0,17,1,0
13_14,2,7,0,northampton,13,6,harlequins,18.5,1,1,1,7,1,0
13_14,2,8,0,newcastle,15,14,sale,24.5,6,0,1,1,1,0
13_14,2,9,0,wasps,26,30,exeter,60,-27,0,0,-4,0,0
13_14,2,10,0,irish,20,18,worcester,46,-17,0,0,2,1,0
13_14,2,11,0,leicester,20,27,bath,43.5,21,1,1,-7,0,0
13_14,2,12,0,gloucester,12,44,saracens,47,22,0,1,-32,0,0
13_14,2,7,1,harlequins,6,13,northampton,64,27,1,1,-7,0,0
13_14,2,8,1,sale,14,15,newcastle,23,-21,1,0,-1,0,0
13_14,2,9,1,exeter,30,26,wasps,23,-1,0,0,4,1,0
13_14,2,10,1,worcester,18,20,irish,45.5,-22,0,0,-2,0,0
13_14,2,11,1,bath,27,20,leicester,21,17,1,1,7,1,0
13_14,2,12,1,saracens,44,12,gloucester,43.5,-6,1,0,32,1,0
13_14,3,13,0,harlequins,37,13,worcester,16.66666667,-9.5,1,0,24,1,0
13_14,3,14,0,wasps,22,26,sale,21.66666667,2.5,0,1,-4,0,0
13_14,3,15,0,newcastle,6,31,leicester,24.66666667,5,1,1,-25,0,0
13_14,3,16,0,exeter,29,23,irish,27,-10,1,1,6,1,0
13_14,3,17,0,northampton,24,26,gloucester ,2.333333333,-4.666666667,2,8,-2,0,0
13_14,3,18,0,bath,17,31,saracens,18.66666667,27,2,2,-14,0,0
13_14,3,13,1,worcester,13,37,harlequins,21,-3,0,1,-24,0,0
13_14,3,14,1,sale,26,22,wasps,8.333333333,-2.5,1,0,4,1,0
13_14,3,15,1,leicester,31,6,newcastle,12.33333333,-10,1,1,25,1,0
13_14,3,16,1,irish,23,29,exeter,13,-11.5,1,1,-6,0,0
13_14,3,17,1,gloucester,26,24,northampton,20,17,0,2,2,1,0
13_14,3,18,1,saracens,31,17,bath,13.66666667,14,2,2,14,1,0
13_14,4,19,0,sale,14,33,northampton,7.25,10.66666667,2,2,-19,0,0
13_14,4,20,0,irish,18,33,bath,9.25,4.666666667,1,2,-15,0,0
13_14,4,21,0,worcester,16,32,wasps,9.25,-3,0,0,-16,0,0
13_14,4,22,0,saracens,22,12,harlequins,20.25,6,3,2,10,1,0
13_14,4,23,0,leicester,21,9,exeter,11.75,-5.666666667,2,2,12,1,0
13_14,4,24,0,gloucester,22,16,newcastle,10.25,-15,1,1,6,1,0
13_14,4,19,1,northampton,33,14,sale,12.33333333,3,2,2,19,1,0
13_14,4,20,1,bath,33,18,irish,10.5,-8.666666667,2,1,15,1,0
13_14,4,21,1,wasps,32,16,worcester,18,-14.33333333,0,0,16,1,0
13_14,4,22,1,harlequins,12,22,saracens,21.25,22.66666667,2,3,-10,0,0
13_14,4,23,1,exeter,9,21,leicester,20.5,11.66666667,2,2,-12,0,0
13_14,4,24,1,newcastle,16,22,gloucester,9.5,-19,1,0,-6,0,0
13_14,5,25,0,bath,13,19,sale,9.6,-2.5,3,2,-6,0,0
13_14,5,26,0,harlequins,13,18,irish,12.6,-10.25,2,1,-5,0,0
13_14,5,27,0,wasps,12,19,saracens,14.6,19.5,1,4,-7,0,0
13_14,5,28,0,newcastle,16,11,worcester,4.2,-14.75,1,0,5,1,0
13_14,5,29,0,northampton,19,19,leicester,7,11.75,3,3,0,0,1
13_14,5,30,0,exeter,29,12,gloucester,14,-12,2,1,17,1,0
13_14,5,25,1,sale,19,13,bath,10.5,7.25,2,3,6,1,0
13_14,5,26,1,irish,18,13,harlequins,9.8,2,1,2,5,1,0
13_14,5,27,1,saracens,19,12,wasps,15.4,1.75,4,1,7,1,0
13_14,5,28,1,worcester,11,16,newcastle,8.6,-12.75,0,1,-5,0,0
13_14,5,29,1,leicester,19,19,northampton,12.2,12.75,3,3,0,0,1
13_14,5,30,1,gloucester,12,29,exeter,7.2,-7.25,2,2,-17,0,0
13_14,6,31,0,gloucester,13,15,bath,13.66666667,4.6,2,3,-2,0,0
13_14,6,32,0,worcester,6,40,exeter,5,-2.4,0,3,-34,0,0
13_14,6,33,0,sale,3,24,harlequins,4.833333333,0.6,3,2,-21,0,0
13_14,6,34,0,saracens,20,41,northampton,17.66666667,10.2,5,3,-21,0,0
13_14,6,35,0,leicester,12,22,wasps,11.16666667,0,3,1,-10,0,0
13_14,6,36,0,irish,11,13,newcastle,9.333333333,-9.2,2,2,-2,0,0
13_14,6,31,1,bath,15,13,gloucester,8.4,-7.5,3,2,2,1,0
13_14,6,32,1,exeter,40,6,worcester,14.5,-12.8,3,0,34,1,0
13_14,6,33,1,harlequins,24,3,sale,6.833333333,-0.8,2,3,21,1,0
13_14,6,34,1,northampton,41,20,saracens,9.833333333,17,3,5,21,1,0
13_14,6,35,1,wasps,22,12,leicester,7,9.4,1,3,10,1,0
13_14,6,36,1,newcastle,13,11,irish,8.5,-7.2,2,2,2,1,0
13_14,7,37,0,bath,21,6,worcester,3.857142857,-16.33333333,4,0,15,1,0
13_14,7,38,0,exeter,18,16,sale,12.14285714,-4.166666667,4,3,2,1,0
13_14,7,39,0,wasps,32,30,gloucester,11.28571429,-9.4,2,2,2,1,0
13_14,7,40,0,harlequins,23,16,leicester,9.857142857,6.166666667,3,3,7,1,0
13_14,7,41,0,northampton,19,14,irish,2.857142857,-6.333333333,4,2,5,1,0
13_14,7,42,0,newcastle,3,40,saracens,5,10.66666667,3,5,-37,0,0
13_14,7,37,1,worcester,6,21,bath,7,4.166666667,0,4,-15,0,0
13_14,7,38,1,sale,16,18,exeter,6,3.666666667,3,4,-2,0,0
13_14,7,39,1,gloucester,30,32,wasps,10.28571429,1.666666667,2,2,-2,0,0
13_14,7,40,1,leicester,16,23,harlequins,6.571428571,4,3,3,-7,0,0
13_14,7,41,1,irish,14,19,northampton,9,12,2,4,-5,0,0
13_14,7,42,1,saracens,40,3,newcastle,6.428571429,-7.333333333,5,3,37,1,0
13_14,8,43,0,worcester,10,26,sale,2.75,-3.857142857,0,3,-16,0,0
13_14,8,44,0,saracens,16,9,exeter,11.125,3.428571429,6,5,7,1,0
13_14,8,45,0,gloucester,19,27,harlequins,6.875,4.428571429,2,4,-8,0,0
13_14,8,46,0,irish,11,20,leicester,7,4.285714286,2,3,-9,0,0
13_14,8,47,0,newcastle,0,18,northampton,5.875,11,3,5,-18,0,0
13_14,8,48,0,bath,28,5,wasps,2.375,1.714285714,5,3,23,1,0
13_14,8,43,1,sale,26,10,worcester,3.142857143,-16.14285714,3,0,16,1,0
13_14,8,44,1,exeter,9,16,saracens,10.875,14.42857143,5,6,-7,0,0
13_14,8,45,1,harlequins,27,19,gloucester,8.5,-8.166666667,4,2,8,1,0
13_14,8,46,1,leicester,20,11,irish,8,-6.142857143,3,2,9,1,0
13_14,8,47,1,northampton,18,0,newcastle,7.375,-11.57142857,5,3,18,1,0
13_14,8,48,1,wasps,5,28,bath,7.375,5.714285714,3,5,-23,0,0
13_14,9,49,0,leicester,22,17,gloucester,7.444444444,-7.285714286,4,2,5,1,0
13_14,9,50,0,wasps,19,12,irish,8.555555556,-6.5,3,2,7,1,0
13_14,9,51,0,sale,19,24,saracens,8.333333333,13.5,4,7,-5,0,0
13_14,9,52,0,northampton,33,10,worcester,7.555555556,-16.125,6,0,23,1,0
13_14,9,53,0,exeter,16,21,bath,7.777777778,7.875,5,6,-5,0,0
13_14,9,54,0,harlequins,35,9,newcastle,5.555555556,-12.375,5,3,26,1,0
13_14,9,49,1,gloucester,17,22,leicester,5.875,4.875,2,4,-5,0,0
13_14,9,50,1,irish,12,19,wasps,2.333333333,-1.375,2,3,-7,0,0
13_14,9,51,1,saracens,24,19,sale,8,-1.375,7,4,5,1,0
13_14,9,52,1,worcester,10,33,northampton,7.333333333,11.875,0,6,-23,0,0
13_14,9,53,1,bath,21,16,exeter,4.666666667,2.125,6,5,5,1,0
13_14,9,54,1,newcastle,9,35,harlequins,4,4.875,3,5,-26,0,0
13_14,10,55,0,irish,3,15,sale,5.9,-1.777777778,2,4,-12,0,0
13_14,10,56,0,harlequins,3,14,bath,4,7.555555556,6,7,-11,0,0
13_14,10,57,0,newcastle,3,16,exeter,5.8,1.333333333,3,5,-13,0,0
13_14,10,58,0,northampton,17,15,wasps,3.6,-0.444444444,7,4,2,1,0
13_14,10,59,0,leicester,10,49,saracens,7.8,12.55555556,5,8,-39,0,0
13_14,10,60,0,worcester,6,12,gloucester,1.9,-7.375,0,2,-6,0,0
13_14,10,55,1,sale,15,3,irish,4.666666667,-6.555555556,4,2,12,1,0
13_14,10,56,1,bath,14,3,harlequins,4.2,7.222222222,7,6,11,1,0
13_14,10,57,1,exeter,16,3,newcastle,8.7,-13.88888889,5,3,13,1,0
13_14,10,58,1,wasps,15,17,northampton,4.1,13.11111111,4,7,-2,0,0
13_14,10,59,1,saracens,49,10,leicester,4.1,4.888888889,8,5,39,1,0
13_14,10,60,1,gloucester,12,6,worcester,4.7,-16.88888889,2,0,6,1,0
13_14,11,61,0,wasps,17,12,newcastle,6.363636364,-13.8,4,3,5,1,0
13_14,11,62,0,sale,23,30,leicester,0.454545455,0.5,5,5,-7,0,0
13_14,11,63,0,bath,25,43,northampton,5.454545455,12,8,8,-18,0,0
13_14,11,64,0,saracens,26,8,worcester,0.636363636,-15.8,9,0,18,1,0
