Sale Sharks 35 - 18 Newcastle Falcons
London Irish 33 - 16 Saracens
Exeter Chiefs 22 - 10 Gloucester Rugby
Wasps 29 - 29 Harlequins
Northampton Saints 27 - 19 Leicester Tigers
Yorkshire Carnegie 16 - 32 Bath Rugby
Newcastle Falcons 29 - 17 Wasps
Harlequins 16 - 20 Northampton Saints
Bath Rugby 20 - 13 London Irish
Gloucester Rugby 22 - 21 Yorkshire Carnegie
Leicester Tigers 37 - 27 Exeter Chiefs
Saracens 28 - 13 Sale Sharks
Northampton Saints 31 - 10 Bath Rugby
Sale Sharks 21 - 17 Harlequins
Exeter Chiefs 22 - 17 Newcastle Falcons
Wasps 37 - 30 Leicester Tigers
London Irish 23 - 16 Gloucester Rugby
Yorkshire Carnegie 14 - 26 Saracens
Bath Rugby 31 - 16 Sale Sharks
Gloucester Rugby 22 - 20 Wasps
Harlequins 40 - 13 Exeter Chiefs
Leicester Tigers 48 - 6 Yorkshire Carnegie
Newcastle Falcons 12 - 46 London Irish
Saracens 24 - 17 Northampton Saints
Sale Sharks 24 - 25 Wasps
Bath Rugby 3 - 18 Gloucester Rugby
Harlequins 23 - 12 Newcastle Falcons
London Irish 40 - 24 Yorkshire Carnegie
Northampton Saints 27 - 21 Exeter Chiefs
Saracens 26 - 20 Leicester Tigers
Yorkshire Carnegie 3 - 6 Sale Sharks
Newcastle Falcons 13 - 15 Saracens
Leicester Tigers 21 - 15 Bath Rugby
Gloucester Rugby 33 - 26 Harlequins
Exeter Chiefs 9 - 12 London Irish
Wasps 10 - 37 Northampton Saints
Northampton Saints 34 - 13 Newcastle Falcons
Saracens 9 - 23 Exeter Chiefs
Gloucester Rugby 19 - 12 Leicester Tigers
Harlequins 6 - 6 Bath Rugby
London Irish 39 - 26 Sale Sharks
Yorkshire Carnegie 8 - 17 Wasps
Leicester Tigers 18 - 13 Harlequins
Sale Sharks 10 - 19 Northampton Saints
Exeter Chiefs 15 - 9 Yorkshire Carnegie
Wasps 33 - 25 London Irish
Newcastle Falcons 12 - 6 Gloucester Rugby
Bath Rugby 13 - 17 Saracens
Northampton Saints 35 - 23 London Irish
Exeter Chiefs 24 - 19 Sale Sharks
Leicester Tigers 44 - 19 Newcastle Falcons
Gloucester Rugby 19 - 13 Saracens
Bath Rugby 6 - 11 Wasps
Harlequins 51 - 18 Yorkshire Carnegie
London Irish 14 - 23 Leicester Tigers
Saracens 26 - 14 Harlequins
Wasps 24 - 12 Exeter Chiefs
Saracens 13 - 6 Wasps
Leicester Tigers 54 - 21 Sale Sharks
Harlequins 28 - 18 London Irish
Yorkshire Carnegie 15 - 13 Gloucester Rugby
Northampton Saints 13 - 16 Harlequins
London Irish 24 - 25 Bath Rugby
Sale Sharks 28 - 22 Saracens
Wasps 33 - 16 Newcastle Falcons
Exeter Chiefs 15 - 22 Leicester Tigers
Newcastle Falcons 19 - 19 Sale Sharks
Bath Rugby 16 - 13 Yorkshire Carnegie
Harlequins 17 - 10 Wasps
Gloucester Rugby 37 - 23 Exeter Chiefs
Leicester Tigers 27 - 16 Northampton Saints
Saracens 12 - 6 London Irish
Sale Sharks 7 - 19 Bath Rugby
London Irish 23 - 14 Newcastle Falcons
Northampton Saints 15 - 29 Saracens
Exeter Chiefs 20 - 6 Harlequins
Yorkshire Carnegie 9 - 15 Leicester Tigers
Wasps 9 - 10 Gloucester Rugby
Gloucester Rugby 23 - 9 London Irish
Newcastle Falcons 13 - 23 Exeter Chiefs
Harlequins 21 - 9 Sale Sharks
Bath Rugby 38 - 8 Northampton Saints
Leicester Tigers 21 - 12 Wasps
Saracens 39 - 0 Yorkshire Carnegie
Sale Sharks 16 - 18 Leicester Tigers
London Irish 15 - 9 Harlequins
Northampton Saints 16 - 18 Gloucester Rugby
Exeter Chiefs 9 - 12 Bath Rugby
Wasps 15 - 26 Saracens
Yorkshire Carnegie 5 - 22 Newcastle Falcons
Newcastle Falcons 33 - 18 Harlequins
Gloucester Rugby 34 - 22 Bath Rugby
Leicester Tigers 14 - 15 Saracens
Exeter Chiefs 30 - 9 Northampton Saints
Wasps 33 - 26 Sale Sharks
Yorkshire Carnegie 27 - 19 London Irish
Yorkshire Carnegie 13 - 23 Northampton Saints
Sale Sharks 15 - 12 Yorkshire Carnegie
Harlequins 53 - 15 Gloucester Rugby
London Irish 39 - 17 Exeter Chiefs
Bath Rugby 6 - 37 Leicester Tigers
Northampton Saints 39 - 3 Wasps
Saracens 24 - 9 Newcastle Falcons
Northampton Saints 53 - 24 Sale Sharks
Gloucester Rugby 34 - 9 Newcastle Falcons
Harlequins 13 - 17 Leicester Tigers
Saracens 20 - 9 Bath Rugby
London Irish 25 - 12 Wasps
Yorkshire Carnegie 27 - 22 Exeter Chiefs
Sale Sharks 36 - 31 Gloucester Rugby
Bath Rugby 26 - 18 Exeter Chiefs
Newcastle Falcons 29 - 30 Yorkshire Carnegie
Newcastle Falcons 15 - 22 Northampton Saints
Bath Rugby 19 - 15 Harlequins
Exeter Chiefs 12 - 33 Saracens
Leicester Tigers 41 - 41 Gloucester Rugby
Sale Sharks 20 - 34 London Irish
Wasps 51 - 18 Yorkshire Carnegie
Gloucester Rugby 27 - 15 Northampton Saints
Sale Sharks 24 - 30 Exeter Chiefs
Newcastle Falcons 13 - 24 Leicester Tigers
London Irish 20 - 26 Northampton Saints
Wasps 10 - 43 Bath Rugby
Saracens 35 - 12 Gloucester Rugby
Yorkshire Carnegie 3 - 38 Harlequins
Newcastle Falcons 11 - 14 Bath Rugby
Bath Rugby 42 - 12 Newcastle Falcons
Exeter Chiefs 21 - 8 Wasps
Gloucester Rugby 68 - 17 Sale Sharks
Harlequins 13 - 16 Saracens
Leicester Tigers 32 - 23 London Irish
Northampton Saints 31 - 24 Yorkshire Carnegie
