1011,1112,1213,1314,1415,bath,bath_home,bath_opp,exeter,exeter_home,exeter_opp,game,gloucester,gloucester_home,gloucester_opp,harlequins,harlequins_home,harlequins_opp,irish,irish_home,irish_opp,leicester,leicester_home,leicester_opp,newcastle,newcastle_home,newcastle_opp,northampton,northampton_home,northampton_opp,opponent,points,points_against,points_diff,round,sale,sale_home,sale_opp,saracens,saracens_home,saracens_opp,team,wasps,wasps_home,wasps_opp,welsh,welsh_home,welsh_opp,win,worcester,worcester_home,worcester_opp,yorkshire,yorkshire_home,yorkshire_opp
1,0,0,0,0,1,0,1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,20,9,11,18,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,wasps,25,12,13,18,0,0,0,0,0,0,irish,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,27,22,5,19,0,0,0,0,0,0,yorkshire,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,36,31,5,19,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,1,0,1,0,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,26,18,8,19,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,yorkshire,29,30,-1,19,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,northampton,15,22,-7,19,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,114,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,19,15,4,19,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,12,33,-21,20,0,0,0,1,0,1,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,116,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,gloucester,41,41,0,20,0,0,0,0,0,0,leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,20,34,-14,20,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yorkshire,51,18,33,20,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,27,15,12,20,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,24,30,-6,20,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,leicester,13,24,-11,21,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,northampton,20,26,-6,21,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,10,43,-33,21,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,124,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,35,12,23,21,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,3,38,-35,21,0,0,0,0,0,0,yorkshire,0,0,0,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,1,0,1,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,bath,11,14,-3,21,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,42,12,30,22,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,21,8,13,22,0,0,0,0,0,0,exeter,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,68,17,51,22,1,0,1,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,130,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,13,16,-3,22,0,0,0,1,0,1,harlequins,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,irish,32,23,9,22,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,yorkshire,31,24,7,22,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,harlequins,24,29,-5,1,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,exeter,28,30,-2,1,0,0,0,0,0,0,leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,17,12,5,1,1,0,1,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,15,20,-5,1,0,0,0,1,1,0,saracens,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,bath,9,22,-13,1,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,gloucester,26,24,2,1,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,26,13,13,2,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,30,29,1,2,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,32,15,17,2,0,0,0,0,0,0,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,29,8,21,2,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,26,28,-2,2,0,0,0,1,0,1,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,35,29,6,2,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,13,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,42,6,36,3,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,irish,13,14,-1,3,0,0,0,0,0,0,northampton,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,18,29,-11,3,1,0,1,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,leicester,26,27,-1,3,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,1,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,23,19,4,3,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,18,6,12,3,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,29,21,8,4,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,saracens,25,50,-25,4,0,0,0,1,0,1,leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,23,6,17,4,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,newcastle,46,29,17,4,0,0,0,0,0,0,irish,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,15,17,-2,4,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,21,11,10,4,0,0,0,0,0,0,exeter,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,12,3,9,5,0,0,0,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,26,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,33,30,3,5,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,13,17,-4,5,0,0,0,1,0,1,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,48,41,7,5,1,0,1,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,26,25,1,5,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,wasps,15,10,5,5,0,0,0,0,0,0,newcastle,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,exeter,33,3,30,6,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,13,11,2,6,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,harlequins,18,27,-9,6,0,0,0,0,0,0,leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,worcester,42,24,18,6,0,0,0,0,0,0,irish,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,25,5,20,6,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,27,24,3,6,0,0,0,0,0,0,wasps,1,1,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,13,34,-21,7,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,12,14,-2,7,0,0,0,0,0,0,worcester,1,0,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,39,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,bath,12,13,-1,7,0,0,0,0,0,0,irish,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,19,13,6,7,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,newcastle,44,15,29,7,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,17,19,-2,7,0,0,0,1,0,1,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,worcester,16,16,0,8,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,13,26,-13,8,0,0,0,0,0,0,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,19,24,-5,8,0,0,0,0,0,0,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,irish,24,24,0,8,0,0,0,0,0,0,leicester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,13,24,-11,8,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,23,10,13,8,1,0,1,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,23,30,-7,9,1,1,0,0,0,0,sale,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,16,7,9,9,0,0,0,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,51,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,14,19,-5,9,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,wasps,21,17,4,9,0,0,0,0,0,0,irish,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,saracens,30,8,22,9,0,0,0,1,0,1,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,39,8,31,9,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,55,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,gloucester,26,25,1,10,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sale,13,16,-3,10,1,0,1,0,0,0,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,northampton,30,25,5,10,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,15,9,6,10,0,0,0,0,0,0,exeter,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,15,11,4,10,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,16,22,-6,10,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,bath,22,13,9,11,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,27,19,8,11,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,39,10,29,11,0,0,0,0,0,0,gloucester,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,exeter,29,22,7,11,0,0,0,0,0,0,irish,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,13,32,-19,11,0,0,0,0,0,0,worcester,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,66,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,11,19,-8,11,0,0,0,1,0,1,harlequins,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,northampton,14,32,-18,12,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,harlequins,9,11,-2,12,0,0,0,0,0,0,exeter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,69,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,30,3,27,12,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,15,15,0,12,0,0,0,1,1,0,saracens,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,0,6,-6,12,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sale,28,23,5,12,1,0,1,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,harlequins,24,3,21,13,0,0,0,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,21,15,6,13,0,0,0,0,0,0,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,exeter,10,16,-6,13,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,wasps,29,11,18,13,0,0,0,0,0,0,leicester,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sale,21,19,2,13,1,0,1,0,0,0,irish,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bath,26,19,7,13,0,0,0,1,1,0,saracens,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,15,12,3,14,1,1,0,0,0,0,sale,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,80,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,irish,30,23,7,14,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,newcastle,30,24,6,14,0,0,0,0,0,0,bath,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,northampton,27,24,3,14,0,0,0,0,0,0,gloucester,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,0,83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,19,11,8,14,0,0,0,0,0,0,exeter,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,17,22,-5,14,0,0,0,1,0,1,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,1,0,0,0,0,85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gloucester,11,14,-3,15,0,0,0,0,0,0,bath,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,irish,19,10,9,15,0,0,0,0,0,0,newcastle,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,sale,24,17,7,15,1,0,1,0,0,0,northampton,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,exeter,12,15,-3,15,0,0,0,0,0,0,wasps,1,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,worcester,16,14,2,15,0,0,0,0,0,0,harlequins,0,0,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,leicester,19,20,-1,15,0,0,0,1,1,0,saracens,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wasps,46,34,12,16,1,1,0,0,0,0,sale,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,saracens,16,11,5,16,0,0,0,1,0,1,worcester,0,0,0,0,0,0,1,1,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,newcastle,42,15,27,16,0,0,0,0,0,0,leicester,0,0,0,0,0,0,1,0,0,0,0,0,0
